,size,avg_insert,max_insert,avg_find,max_find,collision_rate,time
452,45300.0,1.6129359823399558,23.0,1.6129359823399558,23.0,0.14391832229580573,0.3016972541809082
453,45400.0,1.608986784140969,32.0,1.608986784140969,32.0,0.14403083700440528,0.2981555461883545
454,45500.0,1.6523736263736264,30.0,1.6523736263736264,30.0,0.15025274725274726,0.295149564743042
455,45600.0,1.7671052631578947,34.0,1.7671052631578947,34.0,0.15230263157894736,0.2984428405761719
456,45700.0,1.5856017505470459,31.0,1.5856017505470459,31.0,0.14057986870897154,0.31267786026000977
457,45800.0,1.6364410480349345,52.0,1.6364410480349345,52.0,0.14563318777292578,0.3024463653564453
458,45900.0,1.8735294117647059,41.0,1.8735294117647059,41.0,0.17145969498910676,0.3086104393005371
459,46000.0,1.7088478260869566,36.0,1.7088478260869566,36.0,0.15266304347826087,0.31767797470092773
460,46100.0,1.5906724511930586,27.0,1.5906724511930586,27.0,0.14197396963123643,0.30080437660217285
461,46200.0,1.7227922077922078,29.0,1.7227922077922078,29.0,0.15778138528138527,0.3008768558502197
462,46300.0,1.5966738660907127,26.0,1.5966738660907127,26.0,0.14346652267818574,0.30680322647094727
463,46400.0,1.6676077586206897,27.0,1.6676077586206897,27.0,0.14985991379310346,0.3038022518157959
464,46500.0,1.631010752688172,32.0,1.631010752688172,32.0,0.14456989247311827,0.3096747398376465
465,46600.0,1.6233261802575107,30.0,1.6233261802575107,30.0,0.14495708154506437,0.3066740036010742
466,46700.0,1.5831477516059957,27.0,1.5831477516059957,27.0,0.13942184154175588,0.320192813873291
467,46800.0,2.050213675213675,57.0,2.050213675213675,57.0,0.1740491452991453,0.3074934482574463
468,46900.0,1.6171641791044775,39.0,1.6171641791044775,39.0,0.14655650319829425,0.31066370010375977
469,47000.0,1.6737021276595745,33.0,1.6737021276595745,33.0,0.14736170212765956,0.3086233139038086
470,47100.0,1.6127388535031848,32.0,1.6127388535031848,32.0,0.14312101910828026,0.3021702766418457
471,47200.0,1.6623516949152541,31.0,1.6623516949152541,31.0,0.14967161016949151,0.3043346405029297
472,47300.0,1.6132346723044397,22.0,1.6132346723044397,22.0,0.14494714587737845,0.3057694435119629
473,47400.0,1.6392194092827004,28.0,1.6392194092827004,28.0,0.14729957805907173,0.3096780776977539
474,47500.0,1.7507157894736842,37.0,1.7507157894736842,37.0,0.1495157894736842,0.3217015266418457
475,47600.0,1.663298319327731,31.0,1.663298319327731,31.0,0.15274159663865547,0.31729793548583984
476,47700.0,1.8372327044025156,31.0,1.8372327044025156,31.0,0.169916142557652,0.31719541549682617
477,47800.0,1.616276150627615,26.0,1.616276150627615,26.0,0.14567991631799163,0.3601343631744385
478,47900.0,1.5813778705636743,28.0,1.5813778705636743,28.0,0.14113778705636743,0.31224703788757324
479,48000.0,1.8314791666666668,52.0,1.8314791666666668,52.0,0.1560625,0.32024526596069336
480,48100.0,1.5994802494802496,36.0,1.5994802494802496,36.0,0.14369022869022868,0.31509995460510254
481,48200.0,1.6062240663900416,34.0,1.6062240663900416,34.0,0.1449585062240664,0.3151721954345703
482,48300.0,1.659047619047619,28.0,1.659047619047619,28.0,0.15150103519668737,0.3146789073944092
483,48400.0,2.0157438016528926,60.0,2.0157438016528926,60.0,0.15893595041322314,0.32167577743530273
484,48500.0,1.632680412371134,45.0,1.632680412371134,45.0,0.145340206185567,0.3155190944671631
485,48600.0,2.0984362139917696,52.0,2.0984362139917696,52.0,0.17856995884773663,0.323840856552124
486,48700.0,1.5984188911704311,43.0,1.5984188911704311,43.0,0.14172484599589322,0.3161919116973877
487,48800.0,1.6626024590163935,27.0,1.6626024590163935,27.0,0.1486577868852459,0.31668925285339355
488,48900.0,1.6022085889570552,33.0,1.6022085889570552,33.0,0.14425357873210634,0.3181769847869873
489,49000.0,1.7818571428571428,35.0,1.7818571428571428,35.0,0.16024489795918367,0.31969285011291504
490,49100.0,1.5974745417515275,26.0,1.5974745417515275,26.0,0.14188391038696538,0.31766176223754883
491,49200.0,1.6817073170731707,37.0,1.6817073170731707,37.0,0.14877032520325204,0.32384228706359863
492,49300.0,1.5904665314401623,33.0,1.5904665314401623,33.0,0.14160243407707912,0.3196754455566406
493,49400.0,1.62917004048583,33.0,1.62917004048583,33.0,0.14582995951417005,0.3226745128631592
494,49500.0,1.922989898989899,43.0,1.922989898989899,43.0,0.17373737373737375,0.32328081130981445
495,49600.0,1.6558266129032257,30.0,1.6558266129032257,30.0,0.14760080645161291,0.320842981338501
496,49700.0,1.6033199195171026,27.0,1.6033199195171026,27.0,0.14501006036217304,0.3205394744873047
497,49800.0,1.650562248995984,29.0,1.650562248995984,29.0,0.1477309236947791,0.33025336265563965
498,49900.0,1.6027254509018036,38.0,1.6027254509018036,38.0,0.14332665330661323,0.32717013359069824
499,50000.0,1.89886,53.0,1.89886,53.0,0.1508,0.3272278308868408
500,50100.0,1.6068662674650698,29.0,1.6068662674650698,29.0,0.1429441117764471,0.3231778144836426
501,50200.0,1.61199203187251,31.0,1.61199203187251,31.0,0.14653386454183268,0.32865190505981445
502,50300.0,1.5870576540755468,22.0,1.5870576540755468,22.0,0.14286282306163023,0.3267366886138916
503,50400.0,2.3671230158730157,87.0,2.3671230158730157,87.0,0.18089285714285713,0.33380913734436035
504,50500.0,1.6190495049504952,25.0,1.6190495049504952,25.0,0.14452475247524751,0.33188414573669434
505,50600.0,1.6434189723320158,27.0,1.6434189723320158,27.0,0.14829051383399208,0.3381996154785156
506,50700.0,1.6811439842209073,52.0,1.6811439842209073,52.0,0.15020710059171596,0.33866310119628906
507,50800.0,1.606240157480315,31.0,1.606240157480315,31.0,0.14419291338582677,0.3288300037384033
508,50900.0,1.6041650294695482,34.0,1.6041650294695482,34.0,0.14260314341846758,0.33051085472106934
509,51000.0,1.6954117647058824,29.0,1.6954117647058824,29.0,0.15282352941176472,0.346113920211792
510,51100.0,1.630587084148728,30.0,1.630587084148728,30.0,0.147133072407045,0.3343322277069092
511,51200.0,1.65884765625,25.0,1.65884765625,25.0,0.1483984375,0.33667898178100586
512,51300.0,1.8610721247563353,27.0,1.8610721247563353,27.0,0.17063352826510722,0.33526039123535156
513,51400.0,1.6114007782101167,25.0,1.6114007782101167,25.0,0.1454863813229572,0.33336329460144043
514,51500.0,1.610854368932039,27.0,1.610854368932039,27.0,0.14424271844660194,0.33867621421813965
515,51600.0,1.6851550387596899,28.0,1.6851550387596899,28.0,0.14782945736434108,0.3357257843017578
516,51700.0,1.622862669245648,37.0,1.622862669245648,37.0,0.14477756286266924,0.37006187438964844
517,51800.0,1.6453861003861003,25.0,1.6453861003861003,25.0,0.14976833976833978,0.33567118644714355
518,51900.0,1.6157610789980732,38.0,1.6157610789980732,38.0,0.14442196531791907,0.331021785736084
519,52000.0,1.7357307692307693,39.0,1.7357307692307693,39.0,0.15375,0.3413422107696533
520,52100.0,1.5952207293666028,22.0,1.5952207293666028,22.0,0.14268714011516315,0.33769965171813965
521,52200.0,1.950632183908046,40.0,1.950632183908046,40.0,0.17371647509578544,0.34583234786987305
522,52300.0,1.6026195028680688,32.0,1.6026195028680688,32.0,0.1438718929254302,0.3428077697753906
523,52400.0,1.636145038167939,32.0,1.636145038167939,32.0,0.14668893129770993,0.3366694450378418
524,52500.0,1.8147619047619048,44.0,1.8147619047619048,44.0,0.15593333333333334,0.3411753177642822
525,52600.0,1.6124904942965779,28.0,1.6124904942965779,28.0,0.14495247148288973,0.3374197483062744
526,52700.0,1.5745540796963946,27.0,1.5745540796963946,27.0,0.14090132827324478,0.34218454360961914
