0.1 1.86
0.1 1.87
0.1 1.84
0.1 1.81
0.1 1.83
0.5 1.88
0.5 1.84
0.5 1.90
0.5 1.89
0.5 1.84
1 1.93
1 1.88
1 1.88
1 1.88
1 1.87
5 2.18
5 2.11
5 2.12
5 2.12
5 2.11
10 2.44
10 2.43
10 2.45
10 2.45
10 2.45
