0.1 .85
0.1 .85
0.1 .85
0.1 .85
0.1 .85
0.5 4.01
0.5 4.04
0.5 4.03
0.5 4.03
0.5 4.03
1 8.02
1 7.98
1 7.99
1 7.99
1 7.99
5 39.94
5 39.70
5 39.94
5 40.62
5 39.77
10 79.30
10 79.44
10 79.10
10 79.22
10 79.18
