0.1 31.42 1.93
0.1 32.56 1.87
0.1 31.05 1.95
0.1 33.47 2.04
0.1 33.06 1.95
0.5 32.29 8.14
0.5 32.31 7.89
0.5 35.52 8.23
0.5 32.32 8.58
0.5 31.74 7.84
1 39.11 15.78
1 32.31 15.10
1 35.63 15.61
