0.1 .77
0.1 .77
0.1 .76
0.1 .74
0.1 .75
0.5 1.02
0.5 1.05
0.5 1.04
0.5 1.04
0.5 1.00
1 1.31
1 1.30
1 1.26
1 1.38
1 1.35
5 1.83
5 1.85
5 1.84
5 1.85
5 1.87
10 2.32
10 2.48
10 2.27
10 2.26
10 2.30
