0.1, 10.36
0.1, 10.23
0.1, 10.20
0.1, 10.33
0.1, 11.41
0.5, 50.00
0.5, 48.38
0.5, 47.63
0.5, 45.33
0.5, 46.83
1, 103.18
1, 95.98
1, 94.67
1, 96.64
1, 99.98
5, 453.03
5, 461.63
5, 446.82
5, 458.35
5, 452.60
10, 899.97
10, 908.43
10, 921.91
10, 905.30
10, 920.45
