0.1 1.05
0.1 1.03
0.1 .67
0.1 .63
0.1 .72
0.5 2.27
0.5 2.45
0.5 2.32
0.5 2.23
0.5 2.26
1 4.46
1 4.44
1 4.29
1 4.14
1 4.42
5 20.77
5 20.34
5 21.66
5 22.28
5 24.67
10 48.86
10 49.86
10 43.60
10 42.26
10 42.81
