0.1 2.63
0.1 2.99
0.1 2.46
0.1 2.58
0.1 3.14
0.5 8.83
0.5 8.49
0.5 9.53
0.5 8.61
0.5 9.27
1 16.08
1 16.21
1 17.03
1 17.79
1 17.66
5 51.26
5 51.85
5 46.17
5 49.66
5 48.76
10 78.46
10 83.17
10 85.35
10 76.64
10 77.61
