0.1, .06
0.1, .04
0.1, .04
0.1, .04
0.1, .04
0.5, .18
0.5, .18
0.5, .18
0.5, .18
0.5, .18
1, .34
1, .34
1, .34
1, .34
1, .34
5, 1.68
5, 1.68
5, 1.68
5, 1.68
5, 1.69
10, 3.35
10, 3.36
10, 3.36
10, 3.37
10, 3.35
