0.1 .54
0.1 .55
0.1 .55
0.1 .55
0.1 .57
0.5 .93
0.5 .99
0.5 1.03
0.5 .92
0.5 .99
1 1.48
1 1.49
1 1.42
1 1.44
1 1.47
5 2.76
5 2.97
5 2.89
5 2.89
5 2.74
10 4.52
10 4.60
10 4.54
10 4.70
10 4.61
