10000, 3.18
10000, 3.20
10000, 3.20
10000, 3.20
10000, 3.26
20000, 13.12
20000, 13.03
20000, 12.94
20000, 12.92
20000, 13.41
30000, 29.19
30000, 29.65
30000, 30.01
30000, 29.45
30000, 29.36
40000, 52.39
40000, 52.40
40000, 52.57
40000, 53.69
40000, 53.49
50000, 83.03
50000, 84.15
50000, 84.41
50000, 86.00
50000, 84.93
