0.1, 1.59
0.1, 1.66
0.1, 1.75
0.1, 1.66
0.1, 1.64
0.5, 5.50
0.5, 5.28
0.5, 4.98
0.5, 4.91
0.5, 4.45
1, 9.00
1, 8.78
1, 9.16
1, 8.86
1, 10.69
5, 31.74
5, 33.11
5, 29.79
5, 33.18
5, 31.71
10, 62.75
10, 53.68
10, 53.08
10, 53.91
10, 53.55
