0.1 7.99 .59
0.1 7.49 .60
0.1 7.52 .60
0.1 7.45 .59
0.1 7.47 .59
0.5 7.66 2.07
0.5 7.67 2.07
0.5 7.66 2.07
0.5 7.69 2.08
0.5 7.83 2.08
1 7.73 3.92
1 7.72 4.00
1 7.69 3.89
1 7.71 3.93
1 7.69 3.91
5 8.78 18.84
5 8.80 19.18
5 8.84 18.96
5 8.88 18.80
5 8.90 19.12
10 10.34 43.03
10 10.55 37.16
10 10.23 36.90
10 10.29 38.67
10 10.18 38.39
